内容方向,达人昵称,内容链接,总消耗,进店uv,阅读量,互动量,搜索uv,gmv,roi,cpm,cpe,搜索成本,进店成本,source,product,noteId
G1横测,小羊数码,https://www.xiaohongshu.com/explore/69faf7ee000000003701dd71?xsec_token=ABPFyJ302ukrzjc8sE3Am0ZF2mmp8GBvQ-wkQe7b7A3qM=&xsec_source=pc_user,550.045,427,835,16,127,14039.65,25.524547991528,658.736526946108,34.3778125,4.33106299212598,1.28816159250585,KOC,G1,69faf7ee000000003701dd71
G1横测,七七数码笔记,https://www.xiaohongshu.com/explore/69f341a20000000038020aa5?note_flow_source=wechat&xsec_token=CB3kxwPpuyVKPYxFrs_j_3dZe7HvBakAc2J1N9l0IySEk=,517.729,187,1271,221,66,0.0,0.0,407.339889850511,2.34266515837104,7.84437878787879,2.76860427807487,KOC,G1,69f341a20000000038020aa5
G1横测,一寸光年数码科技,https://www.xiaohongshu.com/explore/69f6c4b60000000035020b1b?note_flow_source=wechat&xsec_token=CBvqwUEswrT4p2ibuqbpihh6tw_plqi_CklKsDOiATsOg=,482.62,86,155,21,36,0.0,0.0,3113.67741935484,22.9819047619048,13.4061111111111,5.61186046511628,KOC,G1,69f6c4b60000000035020b1b
G1横测,雾气泡,https://www.xiaohongshu.com/explore/69f1fc1b0000000020039ed1?app_platform=android&ignoreEngage=true&app_version=9.27.1&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CB34U25ntEvJL4C7IXIIO0lkRadBUTUGGF5p51HEZ8x60=&author_share=1&shareRedId=ODs5N0k8R002NzUyOTgwNjdGOTg9SUtK&apptime=1777546418&share_id=cccc1e26b6874883ad11c37a917caada&share_channel=copy_link&appuid=6577f7cd000000001c019dea&xhsshare=CopyLink,811.815,102,2285,34,29,0.0,0.0,355.280087527352,23.8769117647059,27.9936206896552,7.9589705882353,KOC,G1,69f1fc1b0000000020039ed1
G1横测,海棠说数码,https://www.xiaohongshu.com/explore/69fafa81000000001f007285?app_platform=ios&app_version=9.28.1&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CBRTkrCBH7AHRcGiss4RGSxNh4VNLAdMSS871LS7l7Zzk=&author_share=1&xhsshare=CopyLink&shareRedId=ODc2NUU5PUA2NzUyOTgwNjY1OTk0SUtO&apptime=1778061637&share_id=5c8712b0a8b84fb58e472528f6b1c763,449.879,183,1292,84,59,132.05,0.293523369617164,348.203560371517,5.35570238095238,7.62506779661017,2.45835519125683,KOC,G1,69fafa81000000001f007285
G1横测,大阿乌爱分享（数码版,https://www.xiaohongshu.com/explore/69fab12b000000001f005e49?app_platform=ios&app_version=9.0.2&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CBZgL1oXYH67AOoraUwyM_s7Dy6QuAzba3sYysYzPRKNw=&author_share=1&xhsshare=CopyLink&shareRedId=ODpEMzg9NEo2NzUyOTgwNjc3OTpIST0-&apptime=1778048190&share_id=a3852c68114d483c950b96e16aa803c0,629.013,161,355,16,56,4238.1,6.73769858492591,1771.8676056338,39.3133125,11.232375,3.90691304347826,KOC,G1,69fab12b000000001f005e49
G1横测,木木的数码小宇宙💫,https://www.xiaohongshu.com/explore/6a0be4570000000036002529?xsec_token=ABfQqIw5sX64OhXUrNvI5Rhvl7IcF8dgij3AEtA-sQec4=&xsec_source=pc_user,570.999,81,220,8,19,0.0,0.0,2595.45,71.374875,30.0525789473684,7.04937037037037,KOC,G1,6a0be4570000000036002529
G1横测,细则,https://www.xiaohongshu.com/explore/69f2b821000000003703486c?app_platform=ios&app_version=9.28&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CBx3Pi8XRl6pQXY2spHHzvqAfErs_1PBodCP8u2EMYsSY=&author_share=1&xhsshare=CopyLink&shareRedId=OD86NkZLRzw2NzUyOTgwNjdHOTg8RzlC&apptime=1777544337&share_id=abc3527444bb49c2b7d854cf983246ec,525.32,136,4399,124,60,0.0,0.0,119.418049556717,4.23645161290323,8.75533333333334,3.86264705882353,KOC,G1,69f2b821000000003703486c
G1横测,阿乐的数码日记,https://www.xiaohongshu.com/explore/69fb0d66000000003701e292?app_platform=ios&app_version=9.19.3&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CB6jdkAmCJ1lmSXy2kp2Zj7jH6-hz82dZmsD6mfKpjo0Y=&author_share=1&xhsshare=CopyLink&shareRedId=N0w3REY3NU02NzUyOTgwNjY0OThHOz9K&apptime=1778063696&share_id=c0d2955342e14117bc1b58576dcb22c1,572.142,134,271,18,47,0.0,0.0,2111.22509225092,31.7856666666667,12.1732340425532,4.26971641791045,KOC,G1,69fb0d66000000003701e292
G1横测,幸运小锦鲤,https://www.xiaohongshu.com/explore/69f9f656000000001a02d96c?app_platform=android&ignoreEngage=true&app_version=9.28.1&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CB-tvoOVABC0YMFitw-OZCSAFgFow6NE5s-PsbWc614Jk=&author_share=1&shareRedId=OD1HQkQ7N002NzUyOTgwNjZIOThJR0tA&apptime=1778035349&share_id=9dd61a233f054dbc8ab1bd1751228682&share_channel=copy_link&appuid=67eba63d000000000e01ebe7&xhsshare=CopyLink,290.418,71,435,28,32,0.0,0.0,667.627586206897,10.3720714285714,9.0755625,4.09039436619718,KOC,G1,69f9f656000000001a02d96c
G1横测,偷吃一口甜饼,https://www.xiaohongshu.com/explore/69fb1cc3000000003600266d?xsec_token=AB5055UcenHzNOtCaRWKIUK1mZzZX9GSo2dJlkcKebLi0=&xsec_source=pc_user,347.973,128,706,61,67,0.0,0.0,492.879603399433,5.70447540983607,5.19362686567164,2.7185390625,KOC,G1,69fb1cc3000000003600266d
G1横测,超级玛丽,https://www.xiaohongshu.com/explore/69fd5afb0000000022025d8d?xsec_token=MBMeh0oVGOIqTquRQlYwGmutIKiE2Nr81HOAjo7BEAkMU=&xsec_source=pc_pgyexport,5758.611,2764,25791,229,541,81757.12,14.1973680806014,223.27986506921,25.1467729257642,10.6443826247689,2.08343379160637,KOC,G1,69fd5afb0000000022025d8d
G1横测,暖小元,https://www.xiaohongshu.com/explore/69fdd54e000000003700ff16?xsec_token=MBMeh0oVGOIqTquRQlYwGmuty5QJygn7unHY0Fc-mAX-U=&xsec_source=pc_pgyexport,1903.992,1095,5763,64,301,36013.42,18.9146908180286,330.382092660073,29.749875,6.32555481727575,1.73880547945205,KOC,G1,69fdd54e000000003700ff16
G1横测,好运爆彭,https://www.xiaohongshu.com/explore/69fda31600000000350281c4?xsec_token=MBMeh0oVGOIqTquRQlYwGmuvp7iLippeJeeLRBqCBDlkc=&xsec_source=pc_pgyexport,986.325,248,1482,30,88,5383.15,5.45778521278483,665.536437246964,32.8775,11.2082386363636,3.97711693548387,KOC,G1,69fda31600000000350281c4
G1横测,数码小阿幸,https://www.xiaohongshu.com/explore/69fda60a000000001e00c971?xsec_token=ABbE5r0ThO-sBB6C0VCd83ofptiyX-uODYESHKpKOiZkU=&xsec_source=pc_user,530.797,63,236,3,16,0.0,0.0,2249.13983050848,176.932333333333,33.1748125,8.42534920634921,KOC,G1,69fda60a000000001e00c971
G1横测,熊熊的分享,https://www.xiaohongshu.com/explore/69fdc322000000003701f4d7?xsec_token=MBMeh0oVGOIqTquRQlYwGmuoTO8mP3ptvGVdwmUdUDULM=&xsec_source=pc_pgyexport,1677.928,678,4606,27,135,12901.57,7.68898903886222,364.29179331307,62.1454814814815,12.4290962962963,2.47482005899705,KOC,G1,69fdc322000000003701f4d7
G1横测,爱分享的小米,https://www.xiaohongshu.com/explore/69fdc9e8000000003502add6?xsec_token=MBMeh0oVGOIqTquRQlYwGmujOMey-GBoOCkIhOYDHVvqo=&xsec_source=pc_pgyexport,489.001,80,110,4,29,2448.1,5.00632923041057,4445.46363636364,122.25025,16.8621034482759,6.1125125,KOC,G1,69fdc9e8000000003502add6
G1横测,一只傻金毛吖,https://www.xiaohongshu.com/explore/69f34774000000001b022651?xsec_token=ABk_cN4dU0w0TSd_pggQEOdrxAubG5BerrZzr_xKagxR0=&xsec_source=pc_user&wechatWid=0ca24ca9fde4707c36ad24c64e4b3948&wechatOrigin=menu,1067.793,771,3845,48,173,25528.66,23.9078735297946,277.709492847854,22.2456875,6.17221387283237,1.38494552529183,KOC,G1,69f34774000000001b022651
G1横测,数码薯柒,https://www.xiaohongshu.com/explore/6a0c2bdf000000003502c043?xsec_token=MBsGU9bDfOBBr-6-FP7l5bTTddFp2rA1djiopr_Jh6GjU=&xsec_source=pc_pgyexport,677.632,39,1835,233,20,0.0,0.0,369.28174386921,2.90829184549356,33.8816,17.3751794871795,KOC,G1,6a0c2bdf000000003502c043
G1横测,简一聊数码,https://www.xiaohongshu.com/explore/6a0c5eb4000000003601d552?xsec_token=ABuhkE3T14ASN8o9_xB3UMr7rojMn63KXd-2GASvL0-SQ=&xsec_source=pc_user,370.348,39,170,6,6,156.0,0.421225442016698,2178.51764705882,61.7246666666667,61.7246666666667,9.49610256410256,KOC,G1,6a0c5eb4000000003601d552
G1横测,多多数码小丸子,https://www.xiaohongshu.com/explore/6a22f759000000000802716a?xsec_token=ABdRgHtoL8elJQtHV7_F60SKEXnc_0MUW7BQoWRgd8vwo=&xsec_source=pc_user,560.065,4,145,12,1,0.0,0.0,3862.51724137931,46.6720833333333,560.065,140.01625,KOC,G1,6a22f759000000000802716a
G1横测,数码学姐西米,https://www.xiaohongshu.com/explore/6a0d85b9000000003700deb8?xsec_token=MBejvPirYZ6sREkiRtUBIC6P3a9JBHOBE2nX7m-xijTq4=&xsec_source=pc_pgyexport,326.967,48,1501,234,20,4998.0,15.2859462881575,217.832778147901,1.39729487179487,16.34835,6.8118125,KOC,G1,6a0d85b9000000003700deb8
G1横测,数码焦虑症,https://www.xiaohongshu.com/explore/6a27fdd40000000007013636?xsec_token=AB-3B7YOy7g_UxXrgsjqLvp3J6MeQbFMZIe4xQbcDVAxE=&xsec_source=pc_user,168.3,0,20,2,0,0.0,0.0,8415.0,84.15,0.0,0.0,KOC,G1,6a27fdd40000000007013636
G1横测,雪饼玩数码,https://www.xiaohongshu.com/explore/6a0c761c000000000702317d?xsec_token=MBsGU9bDfOBBr-6-FP7l5bTeGKbMEm4q6Galuc0LzvRlk=&xsec_source=pc_pgyexport,482.692,48,146,1,15,1095.0,2.26852734248755,3306.1095890411,482.692,32.1794666666667,10.0560833333333,KOC,G1,6a0c761c000000000702317d
G1横测,小宇数码馆,https://www.xiaohongshu.com/explore/6a0d5fd400000000080300c6?xsec_token=ABWzWnFNmS95inh6F8IKKhiZUHqzDlyHDT6dNPfjZ-9Uc=&xsec_source=pc_user,613.537,18,1160,40,0,0.0,0.0,528.911206896552,15.338425,0.0,34.0853888888889,KOC,G1,6a0d5fd400000000080300c6
G1横测,薄荷玩机,https://www.xiaohongshu.com/explore/6a0d7b230000000006032aad?xsec_token=ABWzWnFNmS95inh6F8IKKhiWhFo37PgfG2l-gxb6t2Jso=&xsec_source=pc_user,610.297,26,2258,57,11,4169.1,6.83126412222246,270.28210806023,10.7069649122807,55.4815454545455,23.4729615384615,KOC,G1,6a0d7b230000000006032aad
G1横测,数码独白,https://www.xiaohongshu.com/explore/6a0feb5e000000003501e5ff?xsec_token=MBKwAUu5Ri0jdvfOkBefUkZHQhgmyORPpWbgT0NfJ-jsc=&xsec_source=pc_pgyexport,143.715,26,634,36,13,2264.11,15.7541662317782,226.679810725552,3.99208333333333,11.055,5.5275,KOC,G1,6a0feb5e000000003501e5ff
G1横测,小伟谈数码,https://www.xiaohongshu.com/explore/6a0c5a980000000035020405?xsec_token=ABuhkE3T14ASN8o9_xB3UMr4uKzFx0aDi9RMUCrZkHWFc=&xsec_source=pc_user,474.448,2,54,2,1,0.0,0.0,8786.07407407407,237.224,474.448,237.224,KOC,G1,6a0c5a980000000035020405
G1横测,云云科技,https://www.xiaohongshu.com/explore/6a0c5b8c0000000008032a87?xsec_token=ABuhkE3T14ASN8o9_xB3UMryudNPcWdLjSc1czNIRxjxs=&xsec_source=pc_user,469.408,10,52,7,3,0.0,0.0,9027.07692307692,67.0582857142857,156.469333333333,46.9408,KOC,G1,6a0c5b8c0000000008032a87
G1横测,馨雨科技,https://www.xiaohongshu.com/explore/6a0c64fc00000000350201bf?xsec_token=ABuhkE3T14ASN8o9_xB3UMr5gWgRjn1_wiL8-7IsH2MMQ=&xsec_source=pc_user,468.247,3,41,4,2,0.0,0.0,11420.6585365854,117.06175,234.1235,156.082333333333,KOC,G1,6a0c64fc00000000350201bf
G1横测,梦幻新科技,https://www.xiaohongshu.com/explore/6a0c62bd000000003700d8e1?xsec_token=ABuhkE3T14ASN8o9_xB3UMrx4SxG3SmlGw6FaMdREJ0Hg=&xsec_source=pc_user,467.5,30,43,11,11,0.0,0.0,10872.0930232558,42.5,42.5,15.5833333333333,KOC,G1,6a0c62bd000000003700d8e1
G1横测,晓琴数码,https://www.xiaohongshu.com/explore/6a0c6133000000003501e288?xsec_token=ABuhkE3T14ASN8o9_xB3UMr1kUAPELMKaq8M2CngMR6sU=&xsec_source=pc_user,472.234,10,54,7,3,5983.0,12.6695663590508,8745.07407407407,67.462,157.411333333333,47.2234,KOC,G1,6a0c6133000000003501e288
G1横测,悦宝科技,https://www.xiaohongshu.com/explore/6a0c5cf60000000006021be0?xsec_token=ABuhkE3T14ASN8o9_xB3UMr0VMK5pEwQjpOGWTAuVVN8k=&xsec_source=pc_user,473.575,23,63,13,11,0.0,0.0,7517.06349206349,36.4288461538462,43.0522727272727,20.5902173913043,KOC,G1,6a0c5cf60000000006021be0
G1横测,宇宙科技,https://www.xiaohongshu.com/explore/6a0cfa98000000003503b3e0?xsec_token=ABuhkE3T14ASN8o9_xB3UMr6Ewjyje2RPhGbQpetX52JY=&xsec_source=pc_user,469.246,27,57,6,11,0.0,0.0,8232.38596491228,78.2076666666667,42.6587272727273,17.3794814814815,KOC,G1,6a0cfa98000000003503b3e0
G1横测,星星数码,https://www.xiaohongshu.com/explore/6a0c60dd0000000035039d6f?xsec_token=ABuhkE3T14ASN8o9_xB3UMrw0TF-mtSX1pvbkjfZb0xVY=&xsec_source=pc_user,472.414,3,62,14,1,0.0,0.0,7619.58064516129,33.7438571428571,472.414,157.471333333333,KOC,G1,6a0c60dd0000000035039d6f
G1横测,蓝宝科技,https://www.xiaohongshu.com/explore/6a0cf3e8000000003701c632?xsec_token=ABuhkE3T14ASN8o9_xB3UMr2sdTJTmlxRhzJXgH0dOs28=&xsec_source=pc_user,487.471,41,126,10,19,0.0,0.0,3868.81746031746,48.7471,25.6563684210526,11.8895365853659,KOC,G1,6a0cf3e8000000003701c632
G1横测,A杏花村老酒馆,https://www.xiaohongshu.com/explore/6a0cf01f000000003502c1f9?xsec_token=ABuhkE3T14ASN8o9_xB3UMr2I6Zy4hSACoynhWwt9308U=&xsec_source=pc_user,472.927,42,64,2,11,0.0,0.0,7389.484375,236.4635,42.9933636363636,11.2601666666667,KOC,G1,6a0cf01f000000003502c1f9
G1横测,灵犀数码,https://www.xiaohongshu.com/explore/6a0c6f360000000007025cf2?xsec_token=ABuhkE3T14ASN8o9_xB3UMrzgMmUafGfF77FVrP9klImk=&xsec_source=pc_user,472.333,258,708,36,45,12057.17,25.5268422913495,667.137005649718,13.1203611111111,10.4962888888889,1.8307480620155,KOC,G1,6a0c6f360000000007025cf2
G1横测,宝贝数码,https://www.xiaohongshu.com/explore/6a0c6603000000003503bc1c?xsec_token=ABuhkE3T14ASN8o9_xB3UMrxCXOx1sGvTl_pektK5GK20=&xsec_source=pc_user,470.101,44,152,29,10,277.0,0.589235079270199,3092.76973684211,16.2103793103448,47.0101,10.6841136363636,KOC,G1,6a0c6603000000003503bc1c
G1横测,数码光年,https://www.xiaohongshu.com/explore/6a0c5de0000000003700fb37?xsec_token=ABuhkE3T14ASN8o9_xB3UMr7vGeto8We9aRZWDeQ5bjLI=&xsec_source=pc_user,468.463,50,132,8,11,0.0,0.0,3548.96212121212,58.557875,42.5875454545455,9.36926,KOC,G1,6a0c5de0000000003700fb37
G1横测,强盛小灵通,https://www.xiaohongshu.com/explore/6a0c6e8900000000070139ab?xsec_token=ABuhkE3T14ASN8o9_xB3UMr8HLVs57UxW5ppGu6eZ-ixI=&xsec_source=pc_user,467.86,6,39,4,1,0.0,0.0,11996.4102564103,116.965,467.86,77.9766666666667,KOC,G1,6a0c6e8900000000070139ab
G1横测,开心数码,https://www.xiaohongshu.com/explore/6a0c7202000000003701d9d5?xsec_token=ABuhkE3T14ASN8o9_xB3UMr2NxK5Z2PcdZGInRAYTBXPw=&xsec_source=pc_user,470.209,4,50,9,1,0.0,0.0,9404.18,52.2454444444444,470.209,117.55225,KOC,G1,6a0c7202000000003701d9d5
G1横测,数码通讯社,https://www.xiaohongshu.com/explore/6a0c5a5b0000000038035811?xsec_token=ABuhkE3T14ASN8o9_xB3UMr6EBX1fH9SzjMwHjVlQQtus=&xsec_source=pc_user,485.167,23,91,3,6,0.0,0.0,5331.50549450549,161.722333333333,80.8611666666667,21.0942173913043,KOC,G1,6a0c5a5b0000000038035811
G1横测,阿童木数码玩家,https://www.xiaohongshu.com/explore/6a0c5b5300000000370378a3?xsec_token=ABuhkE3T14ASN8o9_xB3UMr4jEOkgQvhcxnFhIKbmxgaY=&xsec_source=pc_user,678.82,180,684,8,62,26369.81,38.8465425296839,992.426900584795,84.8525,10.9487096774194,3.77122222222222,KOC,G1,6a0c5b5300000000370378a3
G1横测,数码通,https://www.xiaohongshu.com/explore/6a0cf0630000000006035caf?xsec_token=ABuhkE3T14ASN8o9_xB3UMr2ZaDEwMmsmd0QN7u8-nxhU=&xsec_source=pc_user,473.98,54,221,11,30,0.0,0.0,2144.70588235294,43.0890909090909,15.7993333333333,8.77740740740741,KOC,G1,6a0cf0630000000006035caf
G1横测,数码生活,https://www.xiaohongshu.com/explore/6a0c5cf90000000036033208?xsec_token=MBsGU9bDfOBBr-6-FP7l5bTehj3Wj6-LnuZPsMkWr8F6k=&xsec_source=pc_pgyexport,801.139,231,802,11,73,30823.18,38.4741973615066,998.926433915212,72.8308181818182,10.9745068493151,3.4681341991342,KOC,G1,6a0c5cf90000000036033208
G1横测,追赶马斯克,https://www.xiaohongshu.com/explore/6a0c6ece000000003501f23d?xsec_token=ABuhkE3T14ASN8o9_xB3UMrxsQHUDl2_EjkV3BjJPJdNs=&xsec_source=pc_user,509.98,72,173,5,19,4169.1,8.17502647162634,2947.8612716763,101.996,26.8410526315789,7.08305555555556,KOC,G1,6a0c6ece000000003501f23d
G1横测,春日存档处,https://www.xiaohongshu.com/explore/6a0d792e000000003701ecfe?source=webshare&xhsshare=pc_web&xsec_token=CBT3HE54E7l3zc1DMhBOAouqVOaoJCyDtixaqVy3eIdo4=&xsec_source=pc_share,474.142,6,76,8,2,0.0,0.0,6238.71052631579,59.26775,237.071,79.0236666666667,KOC,G1,6a0d792e000000003701ecfe
G1横测,橘子汽水泡芙,https://www.xiaohongshu.com/explore/6a0c3db0000000003501d38a?app_platform=android&ignoreEngage=true&app_version=9.25.0&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CB_l5JYC3l0LYPQy_kpGklm0XDLKqiw9XcnCh7cwQ1vpI=&author_share=1&shareRedId=OD81MDdKNEA2NzUyOTgwNjk1OTg9SDpO&apptime=1779280298&share_id=0d69d54729a4416c87e62feeb7725167&share_channel=copy_link&appuid=69304e070000000032019c4e&xhsshare=CopyLink,500.008,43,140,9,20,8045.1,16.089942560919,3571.48571428571,55.5564444444444,25.0004,11.6280930232558,KOC,G1,6a0c3db0000000003501d38a
G1横测,真理种草机,https://www.xiaohongshu.com/explore/6a0c3edf000000003503969d?app_platform=ios&app_version=9.26&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CB38zgsLhbs6ABEy3EC6Ob_cxwg3Hlfi2PGnlHLDWxaP4=&author_share=1&xhsshare=CopyLink&shareRedId=ODw3MzVJPDs2NzUyOTgwNjY6OTc4SUhB&apptime=1779285729&share_id=0d6b888884754a8d837155a172bb8a34,474.025,28,450,18,16,0.0,0.0,1053.38888888889,26.3347222222222,29.6265625,16.9294642857143,KOC,G1,6a0c3edf000000003503969d
G1横测,小猫数码说,https://www.xiaohongshu.com/explore/6a0d7b190000000035021d96?app_platform=android&ignoreEngage=true&app_version=9.24.0&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CBqhSc3J9PtQIO5UCxAbZAB5PzneecEw7k2eMW8J0ei9A=&author_share=1&shareRedId=ODZIOTxINTw2NzUyOTgwNjY0OTc9OEk6&apptime=1779280379&share_id=1d21f1f654a9440f9677a182b8b5c9cb&share_channel=copy_link&appuid=60f99c1300000000010093c1&xhsshare=CopyLink,469.021,0,720,15,0,0.0,0.0,651.418055555556,31.2680666666667,0.0,0.0,KOC,G1,6a0d7b190000000035021d96
G1横测,青穗家居数码,https://www.xiaohongshu.com/explore/6a0fdece0000000036002dbe?xsec_token=ABLEYCiegUqmGsM8Ua0Iv5XYGw941jlMU1cO7bk2MgTDI=&xsec_source=pc_user,471.307,2,41,4,1,0.0,0.0,11495.2926829268,117.82675,471.307,235.6535,KOC,G1,6a0fdece0000000036002dbe
G1横测,冬瓜的数码生活,https://www.xiaohongshu.com/explore/6a0fdf5200000000350236a4?xsec_token=ABLEYCiegUqmGsM8Ua0Iv5XaVgyrtGoAVP67CaZgpSQeg=&xsec_source=pc_user,472.333,5,31,4,2,0.0,0.0,15236.5483870968,118.08325,236.1665,94.4666,KOC,G1,6a0fdf5200000000350236a4
G1横测,数码小麦,https://www.xiaohongshu.com/explore/6a0fdff40000000007020e7e?xsec_token=ABLEYCiegUqmGsM8Ua0Iv5XTPyLjVuGwSf9oWtBTLzSWU=&xsec_source=pc_user,469.705,5,25,2,1,0.0,0.0,18788.2,234.8525,469.705,93.941,KOC,G1,6a0fdff40000000007020e7e
G1横测,胡胡数码日记,https://www.xiaohongshu.com/explore/6a0ff52c000000003501d816?xsec_token=ABLEYCiegUqmGsM8Ua0Iv5XWyEKTDDFlSIyssKNB79A08=&xsec_source=pc_user,471.037,5,41,4,0,0.0,0.0,11488.7073170732,117.75925,0.0,94.2074,KOC,G1,6a0ff52c000000003501d816
